year, month,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,11,11,1,1,0,0,0,0,0,0,23,23,0,0,0,0
2019,11,49,15,7.8,0,4.45,0,2.76,0,0,682,301,0,193,0,188
2019,11,136,42,6.21,1.64,21.57,0,12.58,2,0,2096,135,44,907,0,1010
2019,11,42,9,2.13,0,0.46,0,6.41,2,0,472,66,0,10,0,396
2019,11,180,38,19.66,0,9.03,0,9.3,1,0,1868,832,0,223,0,813
2019,11,139,31,12.83,2.36,9.55,0,6.26,1,0,1771,627,228,286,0,630
2019,11,45,10,3.34,0.85,1.57,0,4.24,1,0,431,134,22,57,0,218
2019,11,59,19,5.61,0,5.29,0,8.1,0,0,1475,266,0,235,0,974
2019,11,40,9,1.1,0,5.78,0,2.11,0,0,356,33,0,163,0,160
2019,11,92,28,12.85,0.47,6.66,0,8.02,0,0,1911,902,69,253,0,687
2019,11,51,3,1.82,0,0,0,1.18,0,0,532,420,0,0,0,112
2019,11,357,62,29.66,1,10.4,0,20.93,3,0,5761,2559,16,377,0,2809
2019,11,273,45,20.32,0,7.62,0,17.06,0,1,2231,764,0,241,0,1226
2019,11,6,1,0.7,0,0.3,0,0,0,0,27,19,0,8,0,0
2019,11,7,2,0,0,1.59,0,0.41,0,0,62,0,0,44,0,18
2019,11,10,1,0,0.02,0.16,0,0.83,0,0,132,0,2,21,0,109
2019,11,19,3,1.22,0,1.62,0,0.16,2,0,129,55,0,62,0,12
2019,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,11,92,14,8.09,0,2.4,0,3.51,0,0,1020,635,0,205,0,180
2019,11,18,2,0,0,0.03,0,1.97,0,0,60,0,0,1,0,59
2019,11,40,2,0.31,0,0.85,0,0.84,0,0,47,5,0,16,0,26
2019,11,41,5,2.58,0,1.42,0,1,0,1,351,239,0,35,0,77
2019,11,45,6,1.83,0,2.01,0,2.16,0,0,238,126,0,40,0,72
2019,11,223,46,8.26,0.19,13.25,0,24.31,1,0,3057,763,5,809,0,1480
2019,11,459,142,30.66,9.48,38.15,0,63.71,4,0,8319,2172,933,1516,0,3698
2019,11,25,2,1.09,0,0,0,0.9,0,0,354,75,0,1,0,278
2019,11,19,1,0,0,0.06,0,0.94,0,0,79,0,0,5,0,74
2019,11,29,4,0.96,0,2.16,0,0.88,0,0,147,24,0,100,0,23
2019,11,119,12,4.81,1,2.02,0,4.16,0,0,1013,542,136,45,0,290
2019,11,61,12,7.54,0.93,2.46,0,1.06,0,0,849,707,43,72,0,27
2019,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,85,29,7.02,0.13,8.72,0,13.14,0,0,2529,992,3,358,0,1176
2019,11,24,7,3.69,0,1.62,0,1.7,0,0,421,340,0,46,0,35
2019,11,28,3,1,0,0.88,0,1.12,0,0,593,503,0,31,0,59
2019,11,18,5,3,1,0.29,0,0.71,0,0,207,136,33,11,0,27
2019,11,18,1,1,0,0,0,0,0,0,53,53,0,0,0,0
2019,11,27,3,0.97,0,0.3,0,1.73,0,0,110,61,0,10,0,39
2019,11,51,2,1.99,0,0.01,0,0,2,0,121,120,0,1,0,0
2019,11,8,1,0.57,0,0.43,0,0,0,0,30,17,0,13,0,0
2019,11,36,7,2.98,0,2.79,0,1.23,0,0,589,347,0,90,0,152
2019,11,253,48,10.75,2.17,14.63,0,20.45,1,0,2887,908,50,999,0,930
2019,11,6,1,0,0.87,0.13,0,0,0,0,30,0,26,4,0,0
2019,11,9,3,0,0,3,0,0,1,0,68,0,0,68,0,0
2019,11,56,2,0.56,0,1,0,0.44,0,0,42,15,0,15,0,12
2019,11,28,1,0,0,1,0,0,0,0,27,0,0,27,0,0
2019,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,44,9,4.13,0,1.56,0,3.32,0,0,681,411,0,49,0,221
2019,11,9,3,1.02,0,1.15,0,0.84,0,0,254,88,0,38,0,128
2019,11,63,2,1,0,1,0,0,0,0,175,148,0,27,0,0
2019,11,48,8,4.47,0.16,1.57,0,1.8,1,0,471,319,7,67,0,78
2019,11,55,4,1.06,0,0.04,0,2.89,0,0,205,26,0,5,0,174
2019,11,17,3,0.62,1,0.62,0,0.76,0,0,93,24,37,19,0,13
2019,11,247,84,22.32,0.35,31.94,0,29.4,0,0,9697,6345,28,1059,0,2265
2019,11,47,5,2.89,0,1.18,0,0.93,0,0,232,106,0,41,0,85
2019,11,43,6,4.04,0,0.5,0,1.46,0,0,444,283,0,35,0,126
2019,11,54,9,4.85,0,2.96,0,1.19,0,1,442,335,0,72,0,35
2019,11,17,1,0,0,0.21,0,0.79,0,0,19,0,0,4,0,15
2019,11,18,2,1.79,0,0.07,0,0.14,0,0,101,92,0,5,0,4
2019,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,19,2,1,0,1,0,0,0,0,68,31,0,37,0,0
2019,11,177,32,7.31,0,6.06,0,18.63,0,0,2803,1037,0,238,0,1528
2019,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,30,4,1.9,0,1.05,0,1.05,0,0,136,52,0,49,0,35
2019,11,18,1,0,0,0,0,1,0,0,64,0,0,0,0,64
2019,11,13,1,0.39,0,0,0,0.61,0,0,135,53,0,0,0,82
2019,11,32,3,1.85,0,1.15,0,0,0,0,63,42,0,21,0,0
2019,11,40,3,0.39,0,0.09,0,2.52,2,0,187,13,0,3,0,171
2019,11,19,4,2,0,1,0,1,0,0,144,81,0,33,0,30
2019,11,20,3,0.46,0,1.29,0,1.25,0,0,185,32,0,66,0,87
2019,11,134,26,7.06,0.06,10.43,0,8.45,0,0,2484,1301,6,809,0,368
2019,11,47,6,2.8,0.53,1.48,0,1.2,0,0,655,331,90,111,0,123
2019,11,746,151,36.95,7.28,58.24,4.07,44.46,3,1,9026,2631,404,3431,79,2481
2019,11,86,14,1.49,1.45,3.09,0,7.97,0,0,822,60,64,123,0,575
2019,11,58,6,3.13,0,0.21,0,2.66,0,0,495,219,0,17,0,259
2019,11,49,8,4.74,0,1.98,0,1.28,0,0,1317,273,0,797,0,247
2019,11,9,2,0.39,0,0.65,0,0.96,0,0,116,9,0,18,0,89
2019,11,9,1,0.4,0,0.6,0,0,0,0,15,6,0,9,0,0
2019,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,68,8,3.37,0,0.42,0,4.21,0,0,955,625,0,31,0,299
2019,11,60,8,1.97,0,1.58,0,4.45,0,0,379,153,0,59,0,167
2019,11,46,15,5.83,0.99,3.6,0,4.58,0,0,844,420,73,171,0,180
2019,11,21,3,0.82,1,0.35,0,0.82,0,0,94,27,24,11,0,32
2019,11,34,5,3.54,0,0.74,0,0.71,0,0,255,109,0,74,0,72
2019,11,27,6,1.99,0.01,1.47,0,2.53,0,0,303,80,1,46,0,176
2019,11,11,1,0,0,1,0,0,0,0,66,0,0,66,0,0
2019,11,19,1,0,0,1,0,0,0,1,17,0,0,17,0,0
2019,11,37,7,0.46,3,0.94,0,2.6,0,0,336,18,148,39,0,131
2019,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,66,6,3.37,0,1.33,0,1.29,0,0,255,139,0,42,0,74
2019,11,10,1,1,0,0,0,0,0,0,37,37,0,0,0,0
2019,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,26,5,1.79,0,0.24,0,2.97,0,0,193,56,0,8,0,129
2019,11,42,6,0.26,0,1.71,0,4.03,0,0,394,50,0,54,0,290
2019,11,9,2,0.99,0.5,0.17,0,0.33,0,0,175,144,15,6,0,10
2019,11,31,1,1,0,0,0,0,1,0,35,35,0,0,0,0
2019,11,24,7,0.36,2,0.73,0,3.91,0,0,397,9,144,23,0,221
2019,11,447,92,23.01,5.36,20.83,0,42.8,1,0,6963,1978,756,683,0,3546
2019,11,50,6,2.95,0,1.07,0,1.97,0,0,435,355,0,28,0,52
2019,11,601,98,28.81,2.12,26.08,0,40.99,2,1,6217,2132,115,873,0,3097
2019,11,71,16,3.54,1,3.58,0,7.87,0,0,1006,172,276,142,0,416
2019,11,21,5,0.19,1,0.89,0,2.92,0,0,395,24,54,79,0,238
2019,11,20,5,2.07,0,0.23,0,2.69,0,0,355,184,0,9,0,162
2019,11,17,1,0,1,0,0,0,0,0,94,0,94,0,0,0
2019,11,19,5,3.86,0,1.14,0,0,0,0,769,744,0,25,0,0
2019,11,64,13,4.97,0,3.7,0,4.33,2,0,510,248,0,85,0,177
2019,11,20,2,0.78,1,0.22,0,0,1,0,126,62,47,17,0,0
2019,11,19,7,1.78,0.22,2.75,0,2.25,0,0,222,34,5,86,0,97
2019,11,14,2,1.46,0,0,0,0.54,0,0,66,40,0,0,0,26
2019,11,58,7,4.49,0,2.51,0,0,0,0,359,304,0,55,0,0
2019,11,37,11,2.03,0,3.73,0,5.24,0,0,514,207,0,128,0,179
2019,11,32,3,0.68,0,0.56,0,1.76,0,0,99,30,0,10,0,59
2019,11,22,1,0,0,0,0,1,0,0,15,0,0,0,0,15
2019,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,90,11,2.18,0,1.75,0,7.07,1,0,1356,187,0,120,0,1049
2019,11,63,6,1.06,0.05,2,0,2.89,0,0,416,35,5,53,0,323
2019,11,18,2,0.99,0,1.01,0,0,0,0,223,202,0,21,0,0
2019,11,60,4,1.49,0,0.08,0,2.43,0,0,88,32,0,2,0,54
2019,11,57,13,6.22,0,6.4,0,0.38,0,0,931,674,0,234,0,23
2019,11,827,148,50.27,8.29,27.81,0,61.63,2,0,8871,3903,427,839,0,3702
2019,11,62,8,4.45,0,2.08,0,1.46,0,1,518,333,0,62,0,123
2019,11,8,2,1,0,1,0,0,0,0,42,16,0,26,0,0
2019,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,18,3,0.88,0,1.3,0,0.82,0,0,216,15,0,72,0,129
2019,11,9,1,0.75,0,0,0,0.25,0,0,36,27,0,0,0,9
2019,11,142,22,6.23,0,2.7,0,13.07,0,1,1721,792,0,127,0,802
2019,11,9,2,0,0,0.13,0,1.88,0,0,68,0,0,5,0,63
2019,11,28,3,2,0,0,0,1,0,0,151,73,0,0,0,78
2019,11,61,14,4.54,0,7.91,0,1.56,0,0,896,617,0,246,0,33
2019,11,27,1,1,0,0,0,0,0,0,272,272,0,0,0,0
2019,11,9,1,0.99,0,0.01,0,0,0,0,195,193,0,2,0,0
2019,11,28,4,0.63,0,2.06,0,1.31,0,0,88,10,0,41,0,37
2019,11,24,4,0.31,1,1.79,0,0.9,0,0,132,8,52,54,0,18
2019,11,32,5,1.63,0,1.15,0,2.22,0,0,283,121,0,61,0,101
2019,11,147,42,8.9,0.33,9.53,0,23.24,0,0,3026,1250,5,615,0,1156
2019,11,123,23,5.19,0,6.93,0,10.88,0,0,1444,362,0,427,0,655
2019,11,104,20,4.3,1,2.46,0,12.24,0,0,3245,2565,21,51,0,608
2019,11,36,7,4.28,0,2.16,0,0.56,0,0,309,205,0,85,0,19
2019,11,22,6,6,0,0,0,0,0,0,144,144,0,0,0,0
2019,11,2856,244,101.32,35.24,2.18,0.88,104.37,7,3,9415,4547,1236,46,15,3571
2019,11,471,21,7.16,4.8,0,0,9.04,0,1,617,212,133,0,0,272
2019,11,30,10,9.48,0.52,0,0,0,0,0,315,301,14,0,0,0
2019,11,726,37,14.78,6.25,1,0,14.98,3,0,1228,542,172,55,0,459
2019,11,81,20,18.13,0,0,0.61,1.26,0,0,633,588,0,0,19,26
2019,11,179,42,38.87,1,1.08,0,1.05,1,4,1359,1190,31,57,0,81
2019,11,30,9,8.45,0,0,0.55,0,0,0,249,227,0,0,22,0
2019,11,723,47,21.09,5.93,1,0,18.99,1,1,1327,568,199,17,0,543
2019,11,92,20,18.19,0,0,0.59,1.22,0,1,572,489,0,0,47,36
2019,11,1277,85,45.19,13.25,0.26,0,26.29,0,0,2795,1755,303,6,0,731
2019,11,60,18,15.56,0,0.19,0.81,1.44,0,1,572,461,0,8,51,52
2019,11,30,7,7,0,0,0,0,0,0,244,244,0,0,0,0
2019,11,8,2,2,0,0,0,0,0,0,55,55,0,0,0,0
2019,11,60,19,17.12,0,0,1.04,0.85,0,2,524,434,0,0,71,19
2019,11,60,20,17.02,0.28,0,0.98,1.72,0,0,698,521,9,0,58,110
2019,11,89,17,14.65,0,1.13,0.74,0.48,0,0,674,471,0,117,64,22
2019,11,60,19,17.9,0,0.23,0.87,0,0,1,852,800,0,6,46,0
2019,11,60,21,19.16,0,0,0.33,1.51,0,0,838,731,0,0,29,78
2019,11,58,10,2.21,0,3.32,0,4.47,2,1,360,65,0,106,0,189
2019,11,189,22,7.56,0.27,8.27,0,5.9,0,2,843,384,8,232,0,219
2019,11,3,1,0,0,1,0,0,0,0,20,0,0,20,0,0
2019,11,150,11,3.02,0.61,1.34,0,6.03,1,0,1476,566,77,37,0,796
2019,11,88,13,5.39,0.78,3.93,0,2.9,0,0,385,172,18,79,0,116
2019,11,29,1,0,0,1,0,0,0,0,16,0,0,16,0,0
2019,11,44,4,0.73,0.35,2.09,0,0.83,0,0,115,18,17,65,0,15
2019,11,56,12,2.95,0.76,5,0,3.29,2,0,600,208,26,189,0,177
2019,11,1,1,0.11,0,0.61,0,0.28,0,0,18,2,0,11,0,5
2019,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,28,7,3.13,0,1.74,0,2.13,1,0,310,114,0,56,0,140
2019,11,58,9,2.13,0.23,4.31,0,2.33,1,0,570,74,39,156,0,301
2019,11,77,17,8.74,0.25,3.13,0,4.88,3,2,751,409,19,88,0,235
2019,11,23,5,0.11,0,0.49,0,4.4,1,0,324,9,0,21,0,294
2019,11,146,17,3.16,0.35,10.03,0,3.46,2,0,611,119,16,345,0,131
2019,11,30,3,1.31,0,1.35,0,0.33,0,0,100,65,0,27,0,8
2019,11,83,15,8.07,0.63,2.99,0,3.31,3,0,724,333,53,140,0,198
2019,11,114,8,2.26,0.16,2.98,0,2.6,1,0,522,100,11,174,0,237
2019,11,82,8,1.13,0.74,5.56,0,0.57,0,0,331,77,17,222,0,15
2019,11,1,1,0.76,0,0.24,0,0,0,0,78,59,0,19,0,0
2019,11,87,16,6.97,1.61,5.61,0,1.81,0,1,1152,230,627,205,0,90
2019,11,52,11,4.44,0,4.24,0,2.32,0,0,294,154,0,92,0,48
2019,11,130,17,4.74,2.04,5.21,0,5.01,0,0,812,204,227,177,0,204
2019,11,143,13,2.03,1.17,7.47,0,2.32,3,0,645,35,50,237,0,323
2019,11,58,9,1,0.39,1.58,0,6.03,0,0,505,27,93,65,0,320
2019,11,29,3,0.98,0,2,0,0.02,0,0,90,44,0,45,0,1
2019,11,94,11,0.97,0,3.91,0,6.12,0,0,603,100,0,195,0,308
2019,11,21,1,0.14,0,0,0,0.86,0,0,29,4,0,0,0,25
2019,11,121,24,4.68,0.4,7.61,1.96,9.35,0,0,1146,338,9,207,142,450
2019,11,79,6,2.85,0,1.66,0,1.49,1,0,256,155,0,54,0,47
2019,11,299,52,12.42,0.65,24.47,0,14.45,7,0,1960,414,54,831,0,661
2019,11,150,20,4.49,0.01,8.44,0,7.05,1,0,1081,161,6,349,0,565
2019,11,73,8,2.89,0.95,1.92,0,2.24,0,0,252,120,20,59,0,53
2019,11,479,58,12.55,0.83,13.58,0,31.04,2,0,4876,1786,51,389,0,2650
2019,11,389,60,15.12,3.16,17.02,0,24.69,6,2,3678,1401,227,702,0,1348
2019,11,248,43,12.08,4.21,16.78,0,9.94,8,0,2165,568,563,479,0,555
2019,11,29,6,2,0,2,0,2,1,0,221,99,0,74,0,48
2019,11,103,17,5.05,1.5,7.73,0,2.73,0,1,821,207,72,286,0,256
2019,11,398,74,15.47,3.15,22.04,0,33.34,8,0,3406,669,225,769,0,1743
2019,11,74,9,3.29,0,4.14,0,1.57,3,0,472,282,0,115,0,75
2019,11,188,28,8.24,0.8,11.51,0,7.44,4,0,964,267,20,374,0,303
2019,11,85,16,3.9,1.09,8.13,0,2.88,3,1,668,201,33,305,0,129
2019,11,106,6,0.41,0.53,1.06,0,4,1,0,148,7,9,18,0,114
2019,11,4917,730,146.03,28.12,323.49,3.34,229.02,20,3,34897,9948,2784,9503,132,12530
2019,11,58,1,0,0.44,0.56,0,0,4,0,16,0,7,9,0,0
2019,11,58,7,2.91,0.06,0.57,0,3.46,0,0,225,81,2,12,0,130
2019,11,72,13,3.55,1.03,4.13,0,4.29,3,0,561,167,33,170,0,191
2019,11,76,12,2.47,0.74,3.61,0,5.17,3,0,633,154,36,147,0,296
2019,11,67,14,2.47,0.61,8.39,0,2.53,2,0,717,87,48,322,0,260
2019,11,2,1,0,0,0,0,1,0,0,33,0,0,0,0,33
2019,11,58,5,0,0,2.18,0,2.82,0,1,155,0,0,53,0,102
2019,11,26,11,2.52,0,7.6,0,0.88,0,0,473,102,0,316,0,55
2019,11,37,13,4.94,0,7.14,0,0.92,0,0,418,212,0,174,0,32
2019,11,133,20,7.3,1.02,6.49,0,5.19,3,0,765,337,24,219,0,185
2019,11,58,8,3.04,0,1.6,0,3.36,0,0,598,453,0,44,0,101
2019,11,112,15,4.22,0.03,1.64,0,9.11,3,0,1284,412,3,86,0,783
2019,11,30,12,2.72,0.92,7.87,0,0.5,0,0,597,256,75,225,0,41
2019,11,64,3,0.58,0,0.57,0,1.85,0,0,84,15,0,12,0,57
2019,11,51,9,3.52,0,4.06,0,1.43,2,0,263,91,0,122,0,50
2019,11,58,12,4.76,2.38,3.33,0,1.53,0,1,805,192,286,116,0,211
2019,11,67,5,2,0.03,2,0,0.97,0,0,176,62,2,41,0,71
2019,11,66,11,1.38,0.39,6.41,0,2.82,0,0,367,42,33,181,0,111
2019,11,112,11,4.1,1,2.48,0,3.42,0,0,442,121,43,55,0,223
2019,11,9,3,0,0,2.83,0,0.17,0,0,92,0,0,83,0,9
2019,11,85,11,2.47,1.86,3.47,0,3.2,2,1,1023,239,275,235,0,274
2019,11,66,5,0.95,1,0.41,0,2.65,1,1,811,17,698,16,0,80
2019,11,191,26,6.9,1,13.38,0,4.72,0,0,981,274,122,376,0,209
2019,11,173,32,5.36,1,17.27,0,8.38,6,0,1242,218,29,579,0,416
2019,11,286,51,10.54,0.44,10.06,0.75,29.2,1,0,2993,503,139,438,27,1886
2019,11,134,20,5.27,1.27,7.68,0,5.78,1,2,819,194,83,248,0,294
2019,11,9,1,0,0,0,0,1,0,0,28,0,0,0,0,28
2019,11,83,9,4.13,0,1.98,0,2.89,0,1,290,145,0,46,0,99
2019,11,46,6,2.47,0.41,1.82,0,1.3,2,0,205,80,12,59,0,54
2019,11,44,7,0.73,0,3.46,0,2.82,2,0,395,58,0,130,0,207
2019,11,106,23,6.4,0.29,9.62,0,6.69,3,0,1193,355,22,328,0,488
2019,11,75,6,1.23,0,0.6,0,4.17,0,1,224,55,0,27,0,142
2019,11,177,28,8.52,0.05,7.45,0,11.98,3,0,1090,356,2,304,0,428
2019,11,14,1,0.75,0,0.25,0,0,0,0,28,21,0,7,0,0
2019,11,96,8,0,0.63,4.56,0,2.81,0,0,267,0,10,187,0,70
2019,11,373,39,13.31,0.94,9.97,0,14.78,0,0,2996,1554,31,318,0,1093
2019,11,110,15,6.04,0.37,7.16,0,1.42,4,0,419,185,10,194,0,30
2019,11,57,16,4.8,0.2,7,0,3.99,1,0,657,186,15,219,0,237
2019,11,60,8,2.02,1.54,2.87,0,1.57,1,0,388,121,58,103,0,106
2019,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,87,9,4.82,0.03,2.5,0,1.65,1,0,322,173,1,64,0,84
2019,11,146,25,5.08,0.27,8.69,0,10.96,4,1,1240,207,13,310,0,710
2019,11,17,2,0,0.01,1.1,0,0.89,0,0,123,0,1,38,0,84
2019,11,679,143,23.63,0.73,71.8,0,46.83,2,1,10816,2882,36,3874,1,4023
2019,11,302,43,17.95,0.29,17.37,0,7.38,1,0,1545,738,13,544,0,250
2019,11,76,12,5.37,0.1,2.51,0,4.02,0,0,589,260,5,91,0,233
2019,11,27,2,0.43,0,0.17,0,1.4,1,0,198,65,0,26,0,107
2019,11,62,5,0,1.59,2.41,0,1,1,0,307,0,139,131,0,37
2019,11,115,17,6.22,0.11,5.46,0,5.22,2,1,843,358,6,151,0,328
2019,11,205,32,11.48,1.74,10.01,0,8.76,5,0,1484,569,100,292,0,523
2019,11,61,11,2.14,1,5.67,0,2.19,0,0,329,85,18,146,0,80
2019,11,48,2,1.81,0,0.19,0,0,0,0,54,50,0,4,0,0
2019,11,132,24,3.62,0.81,13.26,0,6.31,2,1,1087,118,33,487,0,449
2019,11,931,106,46.72,1.22,20.57,0.1,37.38,0,4,7853,4138,37,736,5,2937
2019,11,68,9,0,2.12,4.45,0,2.43,3,0,843,0,403,157,0,283
2019,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,70,7,1.88,0,2.32,0,2.79,0,0,237,39,0,80,0,118
2019,11,30,7,1.91,0.25,1.83,0,3.02,1,0,1263,39,250,89,0,885
2019,11,28,1,0,0,1,0,0,0,0,20,0,0,20,0,0
2019,11,186,36,6.99,4.14,17.57,0,7.3,5,0,1547,429,223,564,0,331
2019,11,30,3,0.97,0,1.72,0,0.31,0,0,111,33,0,63,0,15
2019,11,13,3,0,0,3,0,0,0,0,78,0,0,78,0,0
2019,11,59,13,2.53,2.05,7.14,0,1.28,1,0,498,119,107,226,0,46
2019,11,29,3,1.41,0,1.41,0,0.18,0,0,100,52,0,43,0,5
2019,11,10,1,0,0,1,0,0,0,0,17,0,0,17,0,0
2019,11,108,15,4.48,1.21,5.09,0,4.22,3,0,1603,144,644,139,0,676
2019,11,5479,954,184.54,25.05,356.81,1.2,386.4,191,7,60315,16407,4568,15414,26,23900
2019,11,295,43,10.53,0.14,15.85,0,16.47,1,1,2209,752,4,356,0,1097
2019,11,20,2,0.21,0,0.91,0,0.87,0,0,169,8,0,43,0,118
2019,11,19,1,0,0,0.03,0,0.97,0,0,32,0,0,1,0,31
2019,11,80,17,4.35,0.33,9.05,0,3.27,3,0,1177,678,8,280,0,211
2019,11,169,15,2.88,0,4.41,0,7.71,1,0,598,123,0,118,0,357
2019,11,112,8,2.29,0.13,0.92,0,4.66,0,0,303,82,5,29,0,187
2019,11,84,12,1,1.17,7.98,0,1.85,2,0,352,19,44,225,0,64
2019,11,4,1,0,0,0,0,1,0,0,20,0,0,0,0,20
2019,11,89,7,1.07,1.1,1.49,0,3.33,0,0,491,34,33,67,0,357
2019,11,172,22,8.35,0.59,4.48,0,8.57,2,1,1673,577,38,157,0,901
2019,11,29,3,0.06,0,1.27,0,1.67,0,0,125,4,0,28,0,93
2019,11,109,23,5.93,0.43,9.83,0,6.81,2,0,1017,289,25,281,0,422
2019,11,102,22,5.81,1.78,10.37,0,4.04,5,0,956,310,52,398,0,196
2019,11,69,9,2.7,0,2.29,0,4.01,0,0,446,117,0,64,0,265
2019,11,58,8,2.07,0,4.22,0,1.72,0,0,279,86,0,126,0,67
2019,11,30,4,1.1,0,2,0,0.9,0,0,140,48,0,65,0,27
2019,11,58,11,2.77,0.75,4.32,0,3.16,1,0,489,98,123,158,0,110
2019,11,92,16,3.66,0.11,7.27,0,4.96,2,0,639,163,2,232,0,242
2019,11,399,56,15.02,1.6,20.95,0,18.43,7,1,2907,797,85,656,0,1369
2019,11,59,8,2.48,0,3.18,0,2.35,0,0,210,81,0,81,0,48
2019,11,171,22,3.89,0.16,9.8,0,8.15,0,0,735,157,6,319,0,253
2019,11,77,20,4.85,0.11,10.15,0,4.89,1,0,590,125,4,260,0,201
2019,11,107,8,0,1,2.75,0,4.25,4,0,344,0,82,133,0,129
2019,11,19,2,1.63,0.38,0,0,0,0,1,61,52,9,0,0,0
2019,11,38,4,0.87,0,2.5,0,0.63,1,0,182,58,0,100,0,24
2019,11,28,7,0.98,0.65,4.35,0,1.02,0,0,235,55,36,103,0,41
2019,11,121,22,6.67,1.07,8.31,0,5.94,5,0,862,198,61,266,0,337
2019,11,69,1,0,0,1,0,0,0,1,18,0,0,18,0,0
2019,11,54,7,1.17,0.16,2.23,0,3.44,2,0,357,30,21,90,0,216
2019,11,106,9,2.89,0,3.67,0,2.44,0,0,257,74,0,78,0,105
2019,11,82,13,3.62,0.76,4.96,0,3.67,3,0,475,152,31,156,0,136
2019,11,59,8,4,1,3,0,0,0,0,231,110,25,96,0,0
2019,11,121,15,4.34,0,6.54,0,4.12,3,1,646,207,0,277,0,162
2019,11,84,9,1.2,1.76,4.78,0,1.25,7,0,317,77,48,120,0,72
2019,11,108,10,3.49,0,2.13,0,4.38,0,0,313,95,0,40,0,178
2019,11,130,15,3.5,1,4.82,0,5.68,1,2,587,104,37,154,0,292
2019,11,132,17,6.29,1.98,3.76,0,4.97,2,1,710,258,62,92,0,298
2019,11,362,50,12.33,2.48,16.98,0,18.21,5,0,2217,543,219,606,0,849
2019,11,265,31,7.72,0,13.25,1,9.03,0,0,2265,469,0,1129,26,641
2019,11,779,111,33.68,0.25,55.35,0.22,21.51,0,0,6523,2533,16,2194,27,1753
2019,11,276,31,12.39,0,13.31,0,5.3,4,0,2171,1127,0,705,0,339
2019,11,39,2,0.43,0,1.57,0,0,0,1,73,25,0,48,0,0
2019,11,159,17,10.07,0,2.76,0,4.17,0,0,1044,688,0,127,0,229
2019,11,174,9,5.57,0,2.33,0,1.1,1,0,505,178,0,245,0,82
2019,11,398,64,8.07,0,45.72,0,10.21,2,0,3787,299,0,2030,0,1458
2019,11,54,5,2.16,0,1.05,0,1.79,0,0,267,198,0,27,0,42
2019,11,60,6,1.2,0,2.22,0,2.59,0,0,950,145,0,472,0,333
2019,11,842,124,42.13,1.8,45.73,0.96,33.37,3,1,9914,3890,80,2660,51,3233
2019,11,43,7,3.94,0,0.7,0,2.35,0,0,204,129,0,21,0,54
2019,11,238,24,8.94,0,5.01,0,10.05,1,0,1389,647,0,180,0,562
2019,11,120,29,5.28,0,15.09,0,8.64,0,1,1700,577,0,549,0,574
2019,11,137,10,1.4,0,5.26,0,3.34,0,0,391,40,0,127,0,224
2019,11,355,50,13.16,0,28.37,1,7.47,7,0,2206,798,0,1009,18,381
2019,11,638,79,27.06,1.24,40.53,0,10.17,4,2,3644,1565,83,1425,0,571
2019,11,891,125,32.52,1.78,58.03,0,32.68,5,1,9773,2094,63,4475,0,3141
2019,11,367,61,11.07,0,46.12,0,3.81,0,0,2981,542,0,2072,0,367
2019,11,1823,252,63.11,5.52,114.33,0.49,68.55,9,0,14853,4518,541,4249,20,5525
2019,11,29,3,0.33,0,1.15,0,1.52,0,0,142,24,0,39,0,79
2019,11,28,7,1.67,0,2.7,0,2.63,1,0,366,63,0,93,0,210
2019,11,550,58,10.28,0.02,29.49,0,18.21,1,0,3865,591,2,1342,0,1930
2019,11,94,6,2.16,0.33,0.54,0,2.96,0,0,220,79,14,11,0,116
2019,11,93,13,2.3,0,4.88,0,5.82,0,1,1850,109,0,1267,0,474
2019,11,1572,209,46.95,6.14,108.11,0,47.8,9,1,11989,2608,347,4400,0,4634
2019,11,664,80,21.59,0.33,45.38,0.38,12.32,4,0,3216,869,7,1754,13,573
2019,11,84,14,7.86,0,3.29,0,2.85,0,0,680,340,0,113,0,227
2019,11,330,56,7.32,1.02,42.37,0.13,5.16,2,0,3522,361,73,2466,15,607
2019,11,116,6,2,0.17,2.83,0,1,0,0,407,196,19,133,0,59
